trial,SC,SR,Forward_Sinkhorn,Forward_GroupLasso,Backward_Sinkhorn,Backward_GroupLasso,RPA,EU
1,4.779199662152678e-05,0.2011233329976676,0.06544112499977928,0.016640125002595596,0.03294050000840798,0.021323875000234693,4.571255749993725,0.26193700000294484
2,4.5958993723616004e-05,0.1881539169989992,0.06405637500574812,0.02147841700934805,0.03519166600017343,0.015548290990409441,4.631460499993409,0.24686904200643767
3,4.583399277180433e-05,0.18724566699529532,0.06456741700822022,0.020998791995225474,0.030639208998763934,0.02538804199139122,4.224328957992839,0.2570548750081798
4,4.916700709145516e-05,0.18915591698896606,0.06445400000666268,0.026120957991224714,0.03676179199828766,0.020431500000995584,4.215367791999597,0.25721591600449756
5,4.6083994675427675e-05,0.19074804200499784,0.06472579200635664,0.01596916699782014,0.03476270799001213,0.02540391599177383,4.462973707995843,0.2449350420065457
6,5.0165996071882546e-05,0.1860480410105083,0.06467533300747164,0.026104874996235594,0.034388416999718174,0.025474124995525926,4.439568333007628,0.2472405420121504
7,4.612500197254121e-05,0.19031200000608806,0.06524958400405012,0.0160173749900423,0.03009283301071264,0.025624666988733225,4.192865249991883,0.26053583300381433
8,4.874999285675585e-05,0.18946774999494664,0.06581800000276417,0.005781166997621767,0.02188945800298825,0.02070937500684522,4.166496708989143,0.2527101669984404
9,4.5209002564661205e-05,0.1876740419975249,0.06583304201194551,0.01859641600458417,0.02515674999449402,0.017914709009346552,4.342795624994324,0.25480379100190476
10,4.8667003284208477e-05,0.1869395420071669,0.06613220898725558,0.015924292005365714,0.03176825000264216,0.025651541000115685,4.104052208000212,0.27174862500396557
11,5.258299643173814e-05,0.20394633400428575,0.06853766601125244,0.016778917008196004,0.02810483299253974,0.026395916007459164,4.127897833008319,0.27232912498584483
12,4.520799848251045e-05,0.1881908340001246,0.06751116699888371,0.016325000004144385,0.02636258301208727,0.020779916012543254,3.9524493329954566,0.2636717499990482
13,4.795800487045199e-05,0.18779145799635444,0.0668564579973463,0.026546292006969452,0.02360820901230909,0.013032874994678423,4.141280041003483,0.2696514169947477
14,5.499999679159373e-05,0.19004516700806562,0.06703133400878869,0.026217500009806827,0.025012792000779882,0.02066433300205972,3.9998627080058213,0.2689948749903124
