trial,SC,SR,Forward_Sinkhorn,Forward_GroupLasso,Backward_Sinkhorn,Backward_GroupLasso,RPA,EU
1,4.9457987188361585e-05,0.19356837500527035,0.03400283299561124,0.020409333999850787,0.004038750004838221,0.019939791993238032,6.905731125007151,0.2554206670029089
2,4.937499761581421e-05,0.1933429589989828,0.06423491600435227,0.021839624998392537,0.004730417000246234,0.021213041007285938,6.862850000004983,0.24639145900437143
3,4.600000102072954e-05,0.1870562090043677,0.057881624990841374,0.023424708007951267,0.004688916989834979,0.023128500004531816,5.258514999994077,0.24674158300331328
4,5.1333001465536654e-05,0.18668174999766052,0.040063458000076935,0.02156320800713729,0.004724375001387671,0.02116416698845569,5.946105916998931,0.2465418329957174
5,4.541699308902025e-05,0.19068604199856054,0.029626749994349666,0.018125875008990988,0.004723624995676801,0.019859958003507927,5.431248499997309,0.24397870901157148
6,4.5082997530698776e-05,0.18832795800699387,0.03855995800404344,0.02087224999559112,0.004759500006912276,0.021038000006228685,5.137965166999493,0.2501630409969948
7,4.57499991171062e-05,0.1905538749997504,0.06564633300877176,0.01841216700267978,0.0048026669974206015,0.021243249997496605,4.632942208991153,0.2522037089947844
8,4.5666994992643595e-05,0.1882095000037225,0.038454041990917176,0.01829583299695514,0.004801250004675239,0.022004875005222857,4.809868458003621,0.2557984589948319
9,4.612500197254121e-05,0.18832791699969675,0.0428961249999702,0.015995875000953674,0.004805207994650118,0.02046037500258535,4.8874095829960424,0.2557041670079343
10,4.558400542009622e-05,0.18758883299597073,0.042417125005158596,0.016408708004746586,0.004849000004469417,0.02106916699267458,4.794305332994554,0.25937174999853596
11,5.200000305194408e-05,0.1963523750018794,0.04155804100446403,0.016977082996163517,0.004938750003930181,0.021639583006617613,4.563670417002868,0.26499100000364706
12,4.6999994083307683e-05,0.18798545800382271,0.0330356250051409,0.01829383299627807,0.004871458993875422,0.020831208006711677,4.38066524999158,0.25490633299341425
13,4.545800038613379e-05,0.1905430410115514,0.03274483300629072,0.019056040997384116,0.004913124997983687,0.02182387499487959,4.493331624995335,0.2660392909892835
14,4.7124995035119355e-05,0.19078333298966754,0.03545387501071673,0.01936287499847822,0.004931207993649878,0.022083832998760045,4.507207417002064,0.2655762920039706
15,4.662499122787267e-05,0.1915959999896586,0.03148974999203347,0.019413917005294934,0.004975874995579943,0.02282250000280328,4.397179209001479,0.26824583401321433
