Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,91.66666666666666,91.66666666666666,0.8333333333333334,110,120
EEGNet_BOTDA,67.5,67.5,0.35,81,120
EEGNet,63.33333333333333,63.33333333333333,0.2666666666666667,76,120
CSP_LDA,60.0,60.0,0.19999999999999996,72,120
EEGNet_FT,53.333333333333336,53.333333333333336,0.06666666666666665,64,120
