Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,96.66666666666667,96.66666666666667,0.9333333333333333,116,120
EEGNet_BOTDA,87.5,87.5,0.75,105,120
EEGNet,82.5,82.5,0.65,99,120
EEGNet_FT,80.0,80.0,0.6,96,120
CSP_LDA,74.16666666666667,74.16666666666667,0.4833333333333333,89,120
