Target,CSP_LDA_BOTDA,CSP_LDA_BOTDA_Kappa,EEGNet_BOTDA,EEGNet_BOTDA_Kappa,EEGNet,EEGNet_Kappa,CSP_LDA,CSP_LDA_Kappa,EEGNet_FT,EEGNet_FT_Kappa
1,91.66666666666666,0.8333333333333334,67.5,0.35,63.33333333333333,0.2666666666666667,60.0,0.19999999999999996,53.333333333333336,0.06666666666666665
2,64.16666666666667,0.2833333333333333,75.83333333333333,0.5166666666666666,64.16666666666667,0.2833333333333333,55.00000000000001,0.09999999999999998,75.0,0.5
3,96.66666666666667,0.9333333333333333,87.5,0.75,82.5,0.65,74.16666666666667,0.4833333333333333,80.0,0.6
5,47.5,-0.050000000000000044,79.16666666666666,0.5833333333333333,65.83333333333333,0.31666666666666665,50.83333333333333,0.01666666666666672,54.166666666666664,0.08333333333333337
6,79.16666666666666,0.5833333333333333,80.83333333333333,0.6166666666666667,66.66666666666666,0.33333333333333337,53.333333333333336,0.06666666666666665,75.0,0.5
7,72.5,0.44999999999999996,64.16666666666667,0.2833333333333333,62.5,0.25,49.166666666666664,-0.016666666666666607,69.16666666666667,0.3833333333333333
8,88.33333333333333,0.7666666666666666,86.66666666666667,0.7333333333333334,68.33333333333333,0.3666666666666667,93.33333333333333,0.8666666666666667,75.0,0.5
9,83.33333333333334,0.6666666666666667,88.33333333333333,0.7666666666666666,75.0,0.5,76.66666666666667,0.5333333333333333,82.5,0.65
