Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
EEGNet_BOTDA,79.16666666666666,79.16666666666667,0.5833333333333333,95,120
EEGNet,65.83333333333333,65.83333333333333,0.31666666666666665,79,120
EEGNet_FT,54.166666666666664,54.16666666666667,0.08333333333333337,65,120
CSP_LDA,50.83333333333333,50.83333333333333,0.01666666666666672,61,120
CSP_LDA_BOTDA,47.5,47.5,-0.050000000000000044,57,120
