Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
EEGNet_BOTDA,75.83333333333333,75.83333333333333,0.5166666666666666,91,120
EEGNet_FT,75.0,75.0,0.5,90,120
EEGNet,64.16666666666667,64.16666666666667,0.2833333333333333,77,120
CSP_LDA_BOTDA,64.16666666666667,64.16666666666667,0.2833333333333333,77,120
CSP_LDA,55.00000000000001,55.00000000000001,0.09999999999999998,66,120
