Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,72.5,72.5,0.44999999999999996,87,120
EEGNet_FT,69.16666666666667,69.16666666666667,0.3833333333333333,83,120
EEGNet_BOTDA,64.16666666666667,64.16666666666666,0.2833333333333333,77,120
EEGNet,62.5,62.5,0.25,75,120
CSP_LDA,49.166666666666664,49.16666666666667,-0.016666666666666607,59,120
