Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA,93.33333333333333,93.33333333333333,0.8666666666666667,112,120
CSP_LDA_BOTDA,88.33333333333333,88.33333333333333,0.7666666666666666,106,120
EEGNet_BOTDA,86.66666666666667,86.66666666666667,0.7333333333333334,104,120
EEGNet_FT,75.0,75.0,0.5,90,120
EEGNet,68.33333333333333,68.33333333333333,0.3666666666666667,82,120
