Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
EEGNet_BOTDA,80.83333333333333,80.83333333333333,0.6166666666666667,97,120
CSP_LDA_BOTDA,79.16666666666666,79.16666666666666,0.5833333333333333,95,120
EEGNet_FT,75.0,75.0,0.5,90,120
EEGNet,66.66666666666666,66.66666666666667,0.33333333333333337,80,120
CSP_LDA,53.333333333333336,53.333333333333336,0.06666666666666665,64,120
