Target,CSP_LDA_BOTDA,CSP_LDA_BOTDA_Kappa,CSP_LDA,CSP_LDA_Kappa,EEGNet_FT,EEGNet_FT_Kappa,EEGNet,EEGNet_Kappa,EEGNet_BOTDA,EEGNet_BOTDA_Kappa
1,99.16666666666667,0.9833333333333333,72.5,0.44999999999999996,54.166666666666664,0.08333333333333337,50.0,0.0,50.0,0.0
2,76.66666666666667,0.5333333333333333,49.166666666666664,-0.016666666666666607,50.0,0.0,50.0,0.0,50.0,0.0
5,85.0,0.7,60.83333333333333,0.21666666666666667,49.166666666666664,-0.016666666666666607,50.0,0.0,50.0,0.0
6,95.0,0.9,51.66666666666667,0.033333333333333326,50.0,0.0,50.0,0.0,50.0,0.0
7,79.16666666666666,0.5833333333333333,57.49999999999999,0.15000000000000002,56.666666666666664,0.1333333333333333,50.0,0.0,50.0,0.0
8,91.66666666666666,0.8333333333333334,80.83333333333333,0.6166666666666667,53.333333333333336,0.06666666666666665,50.0,0.0,50.0,0.0
9,97.5,0.95,65.0,0.30000000000000004,57.49999999999999,0.15000000000000002,50.0,0.0,50.0,0.0
