Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,95.0,95.0,0.9,114,120
CSP_LDA,51.66666666666667,51.66666666666667,0.033333333333333326,62,120
EEGNet,50.0,50.0,0.0,60,120
EEGNet_FT,50.0,50.0,0.0,60,120
EEGNet_BOTDA,50.0,50.0,0.0,60,120
