Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,85.0,85.00000000000001,0.7,102,120
CSP_LDA,60.83333333333333,60.83333333333334,0.21666666666666667,73,120
EEGNet,50.0,50.0,0.0,60,120
EEGNet_BOTDA,50.0,50.0,0.0,60,120
EEGNet_FT,49.166666666666664,49.16666666666667,-0.016666666666666607,59,120
