Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,97.5,97.5,0.95,117,120
CSP_LDA,65.0,65.0,0.30000000000000004,78,120
EEGNet_FT,57.49999999999999,57.49999999999999,0.15000000000000002,69,120
EEGNet,50.0,50.0,0.0,60,120
EEGNet_BOTDA,50.0,50.0,0.0,60,120
