Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,99.16666666666667,99.16666666666667,0.9833333333333333,119,120
CSP_LDA,72.5,72.5,0.44999999999999996,87,120
EEGNet_FT,54.166666666666664,54.16666666666667,0.08333333333333337,65,120
EEGNet,50.0,50.0,0.0,60,120
EEGNet_BOTDA,50.0,50.0,0.0,60,120
