Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,79.16666666666666,79.16666666666667,0.5833333333333333,95,120
CSP_LDA,57.49999999999999,57.49999999999999,0.15000000000000002,69,120
EEGNet_FT,56.666666666666664,56.666666666666664,0.1333333333333333,68,120
EEGNet,50.0,50.0,0.0,60,120
EEGNet_BOTDA,50.0,50.0,0.0,60,120
