Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,91.66666666666666,91.66666666666667,0.8333333333333334,110,120
CSP_LDA,80.83333333333333,80.83333333333333,0.6166666666666667,97,120
EEGNet_FT,53.333333333333336,53.333333333333336,0.06666666666666665,64,120
EEGNet,50.0,50.0,0.0,60,120
EEGNet_BOTDA,50.0,50.0,0.0,60,120
