Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,76.66666666666667,76.66666666666666,0.5333333333333333,92,120
EEGNet_FT,50.0,50.0,0.0,60,120
EEGNet,50.0,50.0,0.0,60,120
EEGNet_BOTDA,50.0,50.0,0.0,60,120
CSP_LDA,49.166666666666664,49.166666666666664,-0.016666666666666607,59,120
