Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,97.5,97.5,0.95,117,120
EEGNet_FT,93.33333333333333,93.33333333333333,0.8666666666666667,112,120
EEGNet_BOTDA,90.0,89.99999999999999,0.8,108,120
EEGNet,77.5,77.49999999999999,0.55,93,120
CSP_LDA,65.0,65.0,0.30000000000000004,78,120
