Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,95.0,95.0,0.9,114,120
EEGNet_FT,65.83333333333333,65.83333333333333,0.31666666666666665,79,120
EEGNet,62.5,62.5,0.25,75,120
EEGNet_BOTDA,59.166666666666664,59.166666666666664,0.18333333333333335,71,120
CSP_LDA,51.66666666666667,51.66666666666667,0.033333333333333326,62,120
