Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,91.66666666666666,91.66666666666667,0.8333333333333334,110,120
CSP_LDA,80.83333333333333,80.83333333333333,0.6166666666666667,97,120
EEGNet_FT,67.5,67.5,0.35,81,120
EEGNet_BOTDA,63.33333333333333,63.33333333333333,0.2666666666666667,76,120
EEGNet,58.333333333333336,58.33333333333333,0.16666666666666663,70,120
