Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,95.0,95.0,0.9,114,120
EEGNet_FT,65.0,64.99999999999999,0.30000000000000004,78,120
EEGNet_BOTDA,59.166666666666664,59.166666666666664,0.18333333333333335,71,120
EEGNet,56.666666666666664,56.666666666666664,0.1333333333333333,68,120
CSP_LDA,51.66666666666667,51.66666666666667,0.033333333333333326,62,120
