Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,99.16666666666667,99.16666666666667,0.9833333333333333,119,120
CSP_LDA,72.5,72.5,0.44999999999999996,87,120
EEGNet_FT,56.666666666666664,56.666666666666664,0.1333333333333333,68,120
EEGNet,48.333333333333336,48.33333333333334,-0.03333333333333344,58,120
EEGNet_BOTDA,45.0,44.99999999999999,-0.10000000000000009,54,120
