Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,97.5,97.5,0.95,117,120
EEGNet_FT,71.66666666666667,71.66666666666667,0.43333333333333335,86,120
CSP_LDA,65.0,65.0,0.30000000000000004,78,120
EEGNet,63.33333333333333,63.33333333333333,0.2666666666666667,76,120
EEGNet_BOTDA,63.33333333333333,63.33333333333333,0.2666666666666667,76,120
