Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,85.0,85.00000000000001,0.7,102,120
EEGNet_FT,63.33333333333333,63.33333333333333,0.2666666666666667,76,120
CSP_LDA,60.83333333333333,60.83333333333334,0.21666666666666667,73,120
EEGNet,58.333333333333336,58.333333333333336,0.16666666666666663,70,120
EEGNet_BOTDA,50.83333333333333,50.83333333333333,0.01666666666666672,61,120
