Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,76.66666666666667,76.66666666666666,0.5333333333333333,92,120
EEGNet_FT,58.333333333333336,58.33333333333333,0.16666666666666663,70,120
EEGNet,53.333333333333336,53.333333333333336,0.06666666666666665,64,120
EEGNet_BOTDA,52.5,52.5,0.050000000000000044,63,120
CSP_LDA,49.166666666666664,49.166666666666664,-0.016666666666666607,59,120
