Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
EEGNet_BOTDA,55.833333333333336,55.833333333333336,0.1166666666666667,67,120
CSP_LDA,50.83333333333333,50.83333333333333,0.01666666666666672,61,120
CSP_LDA_BOTDA,47.5,47.5,-0.050000000000000044,57,120
EEGNet,40.833333333333336,40.833333333333336,-0.18333333333333335,49,120
EEGNet_FT,40.0,40.0,-0.19999999999999996,48,120
