Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
EEGNet_FT,67.5,67.5,0.35,81,120
CSP_LDA_BOTDA,64.16666666666667,64.16666666666667,0.2833333333333333,77,120
EEGNet,62.5,62.5,0.25,75,120
EEGNet_BOTDA,60.83333333333333,60.83333333333334,0.21666666666666667,73,120
CSP_LDA,55.00000000000001,55.00000000000001,0.09999999999999998,66,120
