Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,79.16666666666666,79.16666666666666,0.5833333333333333,95,120
EEGNet_FT,70.83333333333334,70.83333333333334,0.41666666666666663,85,120
EEGNet,66.66666666666666,66.66666666666666,0.33333333333333337,80,120
EEGNet_BOTDA,61.66666666666667,61.66666666666667,0.23333333333333328,74,120
CSP_LDA,53.333333333333336,53.333333333333336,0.06666666666666665,64,120
