Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
EEGNet_BOTDA,99.16666666666667,99.16666666666667,0.9833333333333333,119,120
CSP_LDA_BOTDA,96.66666666666667,96.66666666666667,0.9333333333333333,116,120
EEGNet_FT,90.83333333333333,90.83333333333333,0.8166666666666667,109,120
EEGNet,88.33333333333333,88.33333333333333,0.7666666666666666,106,120
CSP_LDA,74.16666666666667,74.16666666666667,0.4833333333333333,89,120
