trial,SC,SR,Forward_Sinkhorn,Forward_GroupLasso,Backward_Sinkhorn,Backward_GroupLasso,RPA,EU
1,4.758400609716773e-05,0.21416970796417445,0.002101624966599047,0.002852125035133213,0.03059187502367422,0.024625834019389004,5.7929337919922546,0.2769871670170687
2,5.5292039178311825e-05,0.19664991705212742,0.002034583012573421,0.0028589169960469007,0.023175665992312133,0.02187770901946351,6.421578416018747,0.2601471249945462
3,4.441698547452688e-05,0.18971262499690056,0.0020198330166749656,0.0028722910210490227,0.02119066601153463,0.021597374987322837,6.993295416992623,0.26331504102563486
4,4.5666994992643595e-05,0.19395695900311694,0.0021613340359181166,0.0028343339799903333,0.017484957992564887,0.023375958029646426,6.968149291002192,0.2657752080122009
5,4.516699118539691e-05,0.18842025002231821,0.002052875002846122,0.002922459039837122,0.014731332950759679,0.02389716700417921,7.033516374998726,0.2674617079901509
6,5.16669824719429e-05,0.19154000002890825,0.0020343749783933163,0.002406583051197231,0.01440608297707513,0.02357174997450784,7.033144249988254,0.2821507499902509
7,4.979100776836276e-05,0.19073183397995308,0.0023931670002639294,0.0024762089597061276,0.013329832989256829,0.022167624963913113,6.996285625034943,0.274476875027176
8,6.270897574722767e-05,0.19179075001738966,0.002554457983933389,0.0027794589987024665,0.01347845804411918,0.022901165997609496,6.027914999984205,0.27684812498046085
9,4.941597580909729e-05,0.18973799998639151,0.002095916017424315,0.0026142089627683163,0.01532329199835658,0.021499291993677616,6.655382625001948,0.2663984579849057
10,4.537496715784073e-05,0.18841879197862,0.0020809159614145756,0.0026012079906649888,0.01492854201933369,0.021604334004223347,9.52299283305183,0.4138452500337735
11,8.1458012573421e-05,0.2576167079969309,0.00314250000519678,0.003942291019484401,0.022381917049642652,0.02556366700446233,6.99272291600937,0.32723766699200496
12,7.670902414247394e-05,0.22141345898853615,0.0026559580001048744,0.0029000829672440886,0.016455375007353723,0.02452729200012982,6.309228583006188,0.3169968749862164
13,8.641602471470833e-05,0.22743500000797212,0.0036035419907420874,0.002888375020120293,0.016165083972737193,0.02647295902715996,6.02259991603205,0.2929447920178063
14,7.570895832031965e-05,0.19675900001311675,0.0026478340150788426,0.0026637499686330557,0.014338582986965775,0.022762250038795173,6.093931375013199,0.2909233749960549
15,6.0582999140024185e-05,0.1965325410128571,0.0022224579588510096,0.0037127499817870557,0.014297749963589013,0.02280441700713709,6.169625832990278,0.3218687499756925
16,8.804199751466513e-05,0.1996543339919299,0.0029850000282749534,0.003026208025403321,0.014257750008255243,0.022077957983128726,5.917681083024945,0.3005244579981081
17,6.799999391660094e-05,0.2016242080135271,0.0022982920054346323,0.002531333011575043,0.012792708002962172,0.022027291008271277,6.497755582968239,0.3079877080162987
18,6.854103412479162e-05,0.4851249579805881,0.0037987499963492155,0.0025284579605795443,0.013117207970935851,0.020863707992248237,6.096849166962784,0.34892008401220664
19,0.0001011659624055028,0.21310741599882022,0.0025163330137729645,0.0027675420278683305,0.01314195798477158,0.01878091599792242,5.617187540978193,0.3227121669915505
20,7.570901652798057e-05,0.1955294170184061,0.0025380420265719295,0.0027016670210286975,0.012916875013615936,0.022800041013397276,5.33517654199386,0.30338120902888477
21,5.141698056831956e-05,0.21811137499753386,0.0024522499879822135,0.0026810410199686885,0.017183791031129658,0.021467417012900114,6.248748584010173,0.29811933398013934
22,5.845801206305623e-05,0.20039241597987711,0.0023144580191001296,0.0034028749796561897,0.014531707973219454,0.018090291996486485,5.28013650001958,0.31420041696401313
