Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,76.66666666666667,76.66666666666666,0.5333333333333333,92,120
EEGNet_FT,64.16666666666667,64.16666666666666,0.2833333333333333,77,120
EEGNet_BOTDA,62.5,62.5,0.25,75,120
EEGNet,50.83333333333333,50.83333333333333,0.01666666666666672,61,120
CSP_LDA,49.166666666666664,49.166666666666664,-0.016666666666666607,59,120
