Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,97.5,97.5,0.95,117,120
EEGNet_BOTDA,95.0,95.0,0.9,114,120
CSP_LDA,65.0,65.0,0.30000000000000004,78,120
EEGNet,60.83333333333333,60.83333333333334,0.21666666666666667,73,120
EEGNet_FT,56.666666666666664,56.666666666666664,0.1333333333333333,68,120
