Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,95.0,95.0,0.9,114,120
EEGNet_BOTDA,62.5,62.5,0.25,75,120
EEGNet_FT,58.333333333333336,58.333333333333336,0.16666666666666663,70,120
CSP_LDA,51.66666666666667,51.66666666666667,0.033333333333333326,62,120
EEGNet,51.66666666666667,51.66666666666666,0.033333333333333326,62,120
