Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,85.0,85.00000000000001,0.7,102,120
EEGNet_BOTDA,61.66666666666667,61.66666666666667,0.23333333333333328,74,120
CSP_LDA,60.83333333333333,60.83333333333334,0.21666666666666667,73,120
EEGNet_FT,53.333333333333336,53.333333333333336,0.06666666666666665,64,120
EEGNet,50.0,50.0,0.0,60,120
