Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,79.16666666666666,79.16666666666667,0.5833333333333333,95,120
EEGNet_BOTDA,59.166666666666664,59.166666666666664,0.18333333333333335,71,120
EEGNet_FT,59.166666666666664,59.166666666666664,0.18333333333333335,71,120
CSP_LDA,57.49999999999999,57.49999999999999,0.15000000000000002,69,120
EEGNet,52.5,52.5,0.050000000000000044,63,120
