trial,CSP_LDA,CSP_LDA_BOTDA,EEGNet,EEGNet_FT,EEGNet_BOTDA
1,0.0002851819990610238,0.029575397000371595,0.0012497080006141914,0.01654952399985632,0.07385891000012634
2,0.00026087700098287314,0.014964767999117612,0.0010870940004679142,0.01672198300002492,0.07850022700040427
3,0.00024176199985959101,0.014653018999524647,0.0010548080008447869,0.016602963998593623,0.06667496999943978
4,0.00023562499882245902,0.014662663999843062,0.0010441209997225087,0.016748467000070377,0.06096711600002891
5,0.00024693300110811833,0.021859176000361913,0.0011076539994974155,0.01678218199958792,0.07593325200105028
6,0.0002488729987817351,0.01756443200065405,0.0011163649996888125,0.01675974700083316,0.07512500399934652
7,0.00024267800108646043,0.021684252000341075,0.0010239699986414053,0.016747549001593143,0.07598541600054887
8,0.00025529699996695854,0.07174968599974818,0.0013451779996103141,0.01708159100053308,0.07796298000175739
9,0.0002776319997792598,0.04395064799973625,0.001245567998921615,0.01703650600029505,0.07486424799935776
10,0.0002840350007318193,0.015161203000388923,0.001070914000592893,0.016523537000466604,0.07552198099983798
11,0.0002703379996091826,0.01478068100004748,0.0010292859988112468,0.01648857100008172,0.09214702700046473
12,0.00025629800074966624,0.022660489001282258,0.0011367600000085076,0.017050091999408323,0.07635569499871053
13,0.00026353999965067487,0.03678924099949654,0.0010292040005879244,0.016781684998932178,0.07520517199918686
14,0.00023872500059951562,0.04471519099934085,0.0015093980000528973,0.01657011299903388,0.04674940900076763
15,0.00022973500017542392,0.04392912999901455,0.001126982000641874,0.016881002999070915,0.0536420709995582
16,0.00023887700081104413,0.04400492599961581,0.0010828829999809386,0.016600316999756615,0.07778927900108101
17,0.00025068800096050836,0.038123047999761184,0.0013151340008334955,0.017301661000601598,0.05657651300134603
18,0.0002597400016384199,0.05105298399939784,0.0016745880002417834,0.016739501999836648,0.046021684998777346
19,0.00024085100085358135,0.05193287700058136,0.001272467001399491,0.01826489499944728,0.06876026700047078
20,0.00027772199973696843,0.03764854700057185,0.0012455380001483718,0.016801313999167178,0.060794832001192844
21,0.0002389799992670305,0.04445234600098047,0.0010878190005314536,0.016917598999498296,0.07632957399982843
22,0.0002609570001368411,0.04428627200104529,0.0012992899992241291,0.01763779000066279,0.05571372100166627
23,0.0002389090004726313,0.037909643000602955,0.0011181320005562156,0.016686499999195803,0.07761963300072239
24,0.00023918800070532598,0.05192230499960715,0.0011900120007339865,0.01634947399907105,0.07794661300067673
25,0.00025415900017833337,0.05218643599982897,0.001155026999185793,0.017103779000535724,0.07972982299907017
26,0.00023922200125525706,0.044852407001599204,0.0013249610001366818,0.016663975999108516,0.08218295599908743
27,0.00023678999968979042,0.07273182700009784,0.0013883519986848114,0.016998129998682998,0.07108731799962698
28,0.00026995999905921053,0.06066454800020438,0.0016018260012060637,0.017492992999905255,0.07858238200060441
29,0.0002597959992272081,0.05270599100003892,0.0010756129995570518,0.016268351000690018,0.07890531799966993
30,0.00024476300131937023,0.053539663000265136,0.001177070000267122,0.01647729199976311,0.07854170400059957
31,0.0002445169993734453,0.0532396249982412,0.00134920299933583,0.016582315000050585,0.07910201300001063
32,0.000256402001468814,0.053885776998868096,0.0013748609999311157,0.01809291399877111,0.0811320490010985
33,0.00025996700060204603,0.04643432900047628,0.0012438829999155132,0.016929675000938005,0.07980806899831805
34,0.00025625800117268227,0.053395234999698005,0.0012005780008621514,0.017211014999702456,0.07150050400014152
35,0.0002595819987618597,0.038200811000933754,0.001292257999011781,0.01637134100019466,0.07941514199956146
36,0.00023493300068366807,0.045591648000481655,0.001120846000048914,0.016793179000160308,0.07166352099920914
37,0.00026765700022224337,0.03827473899946199,0.001093864000722533,0.0164715899991279,0.08023759999923641
38,0.00025360700055898633,0.045844541000406025,0.0012076389994035708,0.01651190200027486,0.07963013900007354
39,0.00024544000007153954,0.038768266000261065,0.0011194430007890332,0.01668483799949172,0.06418998499975714
40,0.0002472380001563579,0.04205635099970095,0.0011436019995016977,0.016596088998994674,0.0807803600000625
41,0.00027146199863636866,0.04206978500042169,0.0014452310006163316,0.018014289998973254,0.08709499600081472
42,0.0002541129997553071,0.038421916999141104,0.0012512810008047381,0.016648241000439157,0.08168784299959952
43,0.0002765909994195681,0.04650608900010411,0.0012191900004836498,0.01693726799931028,0.08170013200106041
44,0.0002520590005588019,0.05367557499994291,0.0012912180009152507,0.01699964799990994,0.07456874899980903
45,0.00028956899950571824,0.061060775000441936,0.001167819000329473,0.016644872999677318,0.08110321300046053
46,0.00029069599986542016,0.05375601000014285,0.0013739189998887014,0.01682814400010102,0.08282649899956596
47,0.00026634799905878026,0.05874080500143464,0.001346270999420085,0.016831191998790018,0.08151759400061565
48,0.0002785519991448382,0.05446110299999418,0.001253267999345553,0.01692490999994334,0.08207834599852504
49,0.0002654349991644267,0.054607702000794234,0.0012015480006084545,0.01668128399978741,0.08191432199964765
50,0.00026494200028537307,0.0533820390010078,0.001119191998441238,0.016514548000486684,0.08226075499987928
51,0.0002670899993972853,0.046321466001245426,0.001385718998790253,0.01691315400057647,0.08249914299994998
52,0.0002833889993780758,0.046911043998989044,0.001370504000078654,0.016474736999953166,0.0820303740001691
53,0.0002565280010458082,0.05019141699995089,0.0011585629999899538,0.016475088999868603,0.0827703630002361
54,0.00025169499895127956,0.04887144900021667,0.001516329999503796,0.023678582001593895,0.08434494600078324
55,0.00026096799956576433,0.04675297100038733,0.0012628129989025183,0.016510045001268736,0.08244770599958429
56,0.00024298999960592482,0.04697421899982146,0.001147327999206027,0.016858852999575902,0.08265103900157555
57,0.00025420299971301574,0.04677504999926896,0.001135262000389048,0.016400775999500183,0.08302387900039321
58,0.00025290400117228273,0.0467660899994371,0.0010639579995768145,0.016325070000675623,0.08725938800125732
59,0.00024514800134056713,0.046877636001227074,0.0010831300005520461,0.016549812999073765,0.08397996199892077
60,0.0002898359998653177,0.047106313999393024,0.0014009259994054446,0.016660725999827264,0.07520009399922856
61,0.00027302799935569055,0.04729500099892903,0.0014193120005074888,0.016957552999883774,0.0749420909996843
