Target,CSP_LDA_BOTDA,CSP_LDA_BOTDA_Kappa,CSP_LDA,CSP_LDA_Kappa,EEGNet_FT,EEGNet_FT_Kappa,EEGNet_BOTDA,EEGNet_BOTDA_Kappa,EEGNet,EEGNet_Kappa
1,99.16666666666667,0.9833333333333333,72.5,0.44999999999999996,70.0,0.4,65.83333333333333,0.31666666666666665,64.16666666666667,0.2833333333333333
2,76.66666666666667,0.5333333333333333,49.166666666666664,-0.016666666666666607,71.66666666666667,0.43333333333333335,72.5,0.44999999999999996,64.16666666666667,0.2833333333333333
5,85.0,0.7,60.83333333333333,0.21666666666666667,62.5,0.25,55.00000000000001,0.09999999999999998,55.00000000000001,0.09999999999999998
6,95.0,0.9,51.66666666666667,0.033333333333333326,65.83333333333333,0.31666666666666665,59.166666666666664,0.18333333333333335,62.5,0.25
7,79.16666666666666,0.5833333333333333,57.49999999999999,0.15000000000000002,55.833333333333336,0.1166666666666667,56.666666666666664,0.1333333333333333,55.00000000000001,0.09999999999999998
8,91.66666666666666,0.8333333333333334,80.83333333333333,0.6166666666666667,80.83333333333333,0.6166666666666667,81.66666666666667,0.6333333333333333,79.16666666666666,0.5833333333333333
9,97.5,0.95,65.0,0.30000000000000004,93.33333333333333,0.8666666666666667,90.0,0.8,77.5,0.55
