Method,Accuracy,Balanced_Acc,Kappa,Correct,Total
CSP_LDA_BOTDA,72.5,72.5,0.44999999999999996,87,120
EEGNet_BOTDA,65.83333333333333,65.83333333333333,0.31666666666666665,79,120
EEGNet_FT,52.5,52.5,0.050000000000000044,63,120
EEGNet,51.66666666666667,51.66666666666666,0.033333333333333326,62,120
CSP_LDA,49.166666666666664,49.16666666666667,-0.016666666666666607,59,120
