Target,CSP_LDA_BOTDA,CSP_LDA_BOTDA_Kappa,EEGNet_BOTDA,EEGNet_BOTDA_Kappa,EEGNet_FT,EEGNet_FT_Kappa,EEGNet,EEGNet_Kappa,CSP_LDA,CSP_LDA_Kappa
1,91.66666666666666,0.8333333333333334,88.33333333333333,0.7666666666666666,71.66666666666667,0.43333333333333335,68.33333333333333,0.3666666666666667,60.0,0.19999999999999996
2,64.16666666666667,0.2833333333333333,60.83333333333333,0.21666666666666667,67.5,0.35,62.5,0.25,55.00000000000001,0.09999999999999998
3,96.66666666666667,0.9333333333333333,99.16666666666667,0.9833333333333333,90.83333333333333,0.8166666666666667,88.33333333333333,0.7666666666666666,74.16666666666667,0.4833333333333333
5,47.5,-0.050000000000000044,55.833333333333336,0.1166666666666667,40.0,-0.19999999999999996,40.833333333333336,-0.18333333333333335,50.83333333333333,0.01666666666666672
6,79.16666666666666,0.5833333333333333,61.66666666666667,0.23333333333333328,70.83333333333334,0.41666666666666663,66.66666666666666,0.33333333333333337,53.333333333333336,0.06666666666666665
7,72.5,0.44999999999999996,65.83333333333333,0.31666666666666665,52.5,0.050000000000000044,51.66666666666667,0.033333333333333326,49.166666666666664,-0.016666666666666607
8,88.33333333333333,0.7666666666666666,90.0,0.8,89.16666666666667,0.7833333333333333,91.66666666666666,0.8333333333333334,93.33333333333333,0.8666666666666667
9,83.33333333333334,0.6666666666666667,88.33333333333333,0.7666666666666666,85.83333333333333,0.7166666666666667,85.83333333333333,0.7166666666666667,76.66666666666667,0.5333333333333333
