,1,2,3,4,5,Mean
SC,0.0001347393772448213,8.100500781436951e-05,0.00010206261504207964,0.00014073987767912962,9.619275078873839e-05,0.0001109479257138277
SR,0.22801484374576828,0.25723443749302527,0.2617263960091804,0.24126037012320006,0.2424838803817692,0.24614398555058864
RPA,6.051867426998797,4.650991197999247,4.024067051996099,4.014683968998725,4.166926359248464,4.581707201048266
EA,0.31340315624765935,0.3572263491296326,0.3795810836272721,0.5272148852563987,0.5015169948710536,0.41578849382640326
FOTDA-S,5.2815724632455385,5.9333577032484754,11.288238859131525,14.228749218873418,18.619590650989267,11.070301779097644
FOTDA-GL,26.161278786501498,29.91572918725433,40.18788501586096,48.94975244799571,54.12208516674218,39.867346120870934
BOTDA-S,4.4454479221312795,5.3636494687561935,10.133985869371827,15.19407851050346,18.048908140750427,10.637213982302637
BOTDA-GL,24.47780041675651,26.678694156376878,36.79876022387907,45.29502865124232,56.01885668750765,37.85382802715249
