run,SC,SR,Forward_Sinkhorn,Forward_GroupLasso,Backward_Sinkhorn,Backward_GroupLasso,RPA,EU
1,0.0003700830275192857,0.23283287501544692,2.201910375006264,15.84139241700177,1.9100366670172662,14.462104167032521,6.929013165994547,0.35562341602053493
2,8.533301297575235e-05,0.24762124998960644,2.3345608329982497,21.55427424996742,2.0581726250238717,17.817031165992375,7.762643750000279,0.5365242089901585
3,0.00019287498435005546,0.48604558399529196,6.9230398750223685,41.33707187496475,5.415775998990284,28.965640917012934,4.301606749999337,0.4372630829748232
4,0.00010175001807510853,0.2558463750174269,6.459751458023675,37.40136924997205,6.222809624974616,32.15343745899736,3.886165042000357,0.46733395801857114
5,8.49170028232038e-05,0.22754179200273938,7.370499957993161,38.50751008299994,6.962679250980727,35.232722332992125,3.7309450409957208,0.46052283301833086
