run,SC,SR,Forward_Sinkhorn,Forward_GroupLasso,Backward_Sinkhorn,Backward_GroupLasso,RPA,EU
1,0.00010716597898863256,0.2920039999880828,8.302736999990884,33.8953186669969,6.831500333006261,32.042950500006555,5.567724207998253,0.3440858749963809
2,5.92079886700958e-05,0.24580095798592083,7.654370583972195,34.96028899998055,6.724829124985263,33.01565179301542,4.761927999992622,0.32398416701471433
3,6.600000779144466e-05,0.23058233302435838,13.689683791046264,45.68234779196791,12.66381695799646,43.76046058299835,4.320506040996406,0.36304108300828375
4,9.825002052821219e-05,0.24748349998844787,17.32702154200524,52.38836124900263,16.0934273750172,51.17048195897951,4.0928198749898,0.4149100419890601
5,7.508401176892221e-05,0.2415302090230398,24.763870291004423,61.29262429199298,22.005310333013767,60.2103328340163,4.079507042013574,0.43536866598878987
