run,SC,SR,Forward_Sinkhorn,Forward_GroupLasso,Backward_Sinkhorn,Backward_GroupLasso,RPA,EU
1,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,0.875,0.9166666666666666,0.9166666666666666,0.875,1.0,0.9583333333333334,0.9166666666666666,0.9166666666666666
4,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,0.875,0.9166666666666666,0.875,0.9166666666666666,0.875,0.875,0.9583333333333334,0.9583333333333334
